partido,ejercicio,concepto,importe,fuente_url,pagina,nota
bildu,2020,ingresos_publicos_ordinarios,6404114.24,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,subvenciones_funcionamiento,2286954.60,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,aportaciones_grupos_institucionales,4112150.24,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,ingresos_privados,3639175.98,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,cuotas_afiliados,747654.14,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,aportaciones_cargos_publicos,2771933.22,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,donaciones_y_legados,25549.64,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,ingresos_electorales_publicos,1328322.82,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,gastos_personal,4761128.75,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,gastos_ordinarios,8432939.77,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,gastos_electorales,1329992.32,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,gastos_financieros,6387.59,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,resultado_ejercicio,1607586.11,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,total_activo,20212194.26,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,patrimonio_neto,18709243.70,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bildu,2020,deuda_entidades_credito,727101.73,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,"Suma de 663.934,27 a largo plazo y 63.167,46 a corto. El informe confirma en su texto el total de 727.101,73."
bng,2020,ingresos_publicos_ordinarios,1482190.20,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bng,2020,subvenciones_funcionamiento,1276148.89,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bng,2020,aportaciones_grupos_institucionales,190122.02,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
bng,2020,ingresos_privados,1431426.98,https://www.tcu.es/export/sites/portal/repositorio2/INFORME/2024/I1573.pdf,,
